date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:49:30	39480/39480	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20May%202021%2010:58:28%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/morris-charts.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/morris-charts.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:31	40234/40234	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20May%202021%2010:58:28%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/c3-chart.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/c3-chart.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:31	40480/40480	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20May%202021%2010:58:28%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/chartist.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/chartist.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:31	7447/7447	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2020:55:17%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/register.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/register.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:32	5118/5118	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2021:06:11%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/lock.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/lock.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:32	5379/5379	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2021:06:11%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/reset-password.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/reset-password.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:33	5131/5131	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2021:06:11%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/forgot-password.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/forgot-password.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:33	4593/4593	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2020:54:18%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/404.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/404.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:33	4577/4577	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2020:54:18%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/500.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/500.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:34	4562/4562	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20May%202021%2020:54:18%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/505.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/505.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:34	36966/36966	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20May%202021%2010:58:28%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/blank.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/blank.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:34	41229/41229	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20May%202021%2010:58:28%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/invoice.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/invoice.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:35	43385/43385	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20May%202021%2010:58:28%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/pricing.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/pricing.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:35	48247/48247	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20May%202021%2010:58:28%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/timeline.html	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/timeline.html	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:36	89500/89500	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2028%20May%202021%2020:40:05%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/jquery.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/jquery.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:37	48944/48944	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2021%20Dec%202018%2019:55:54%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/bootstrap.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:37	42766/42766	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2028%20Feb%202017%2022:43:12%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/owl.carousel.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:37	4963/4963	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2014%20May%202021%2018:34:46%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/metisMenu.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/metisMenu.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:38	4724/4724	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2021%20Dec%202018%2019:55:54%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/jquery.slimscroll.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/jquery.slimscroll.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:38	8420/8420	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2021%20Dec%202018%2019:55:54%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/jquery.slicknav.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/jquery.slicknav.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:41	6968/6968	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Feb%202019%2018:58:24%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/init/full-calendar.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/init/full-calendar.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:42	15448/15448	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20May%202021%2020:31:33%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/main.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/main.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:42	1132/1132	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Jul%202016%2022:03:14%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/icon-cross.png	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/icon-cross.png	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/css/style.css)
12:49:44	4459/4459	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Feb%202019%2014:18:06%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/js-grid.png	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/js-grid.png	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/css/style.css)
12:49:44	146860/146860	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2014%20Jul%202018%2009:47:24%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/moment/moment.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/moment/moment.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:44	240427/240427	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2014%20Jul%202018%2009:47:24%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/jquery-ui/jquery-ui.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/jquery-ui/jquery-ui.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:45	1237/1237	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Jul%202021%2007:19:45%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/css/owl.video.play.png	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/css/owl.video.play.png	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/css/owl.carousel.min.css)
12:49:46	33520/33520	---M-Z	200	added ('OK')	text/css	date:Sun,%2010%20Feb%202019%2014:30:58%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/css/am-charts.css	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/css/am-charts.css	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:49:46	710/710	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Mar%202020%2020:48:12%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/morris-bundle/morris.css	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/morris-bundle/morris.css	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:49:47	213774/213774	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2014%20Jul%202018%2009:47:24%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/fullcalendar/dist/fullcalendar.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/fullcalendar/dist/fullcalendar.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/full-calendar.html)
12:49:49	18092/18092	---M--	200	added ('OK')	image/png	date:Sat,%2022%20May%202021%2019:33:22%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/browser/chrome.png	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/browser/chrome.png	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:49:50	19934/19934	---M--	200	added ('OK')	image/png	date:Sat,%2022%20May%202021%2019:30:03%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/browser/firefox.png	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/browser/firefox.png	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:49:53	13909/13909	---M--	200	added ('OK')	image/png	date:Sat,%2022%20May%202021%2019:32:05%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/browser/opera.png	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/browser/opera.png	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:49:53	24089/24089	---M--	200	added ('OK')	image/png	date:Sat,%2022%20May%202021%2019:31:42%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/browser/safari.png	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/browser/safari.png	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:01	44717/44717	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2018:26:58%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/author/author-img3.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/author/author-img3.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:02	167906/167906	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2003%20Feb%202019%2008:51:10%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/js/ammap.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/js/ammap.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:06	51347/51347	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2003%20Feb%202019%2008:52:40%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/js/continentsLow.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/js/continentsLow.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:06	3871/3871	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2003%20Feb%202019%2008:53:26%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/js/light.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/js/light.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:08	53769/53769	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2003%20Feb%202019%2008:59:42%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/am-maps.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/am-maps.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:09	130785/130785	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2003%20Feb%202019%2008:52:10%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/js/worldLow.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/am-charts/js/worldLow.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:11	23809/23809	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2014:04:02%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/float-bundle/jquery.flot.pie.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/float-bundle/jquery.flot.pie.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:11	3314/3314	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2014:04:26%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/float-bundle/jquery.flot.resize.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/float-bundle/jquery.flot.resize.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:13	122971/122971	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2014:02:30%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/float-bundle/jquery.flot.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/float-bundle/jquery.flot.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:14	4291/4291	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Sep%202019%2010:10:56%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/sparkline/easy-pie-chart.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/sparkline/easy-pie-chart.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:16	44067/44067	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Sep%202019%2010:20:46%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/sparkline/sparklines.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/sparkline/sparklines.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:32	535332/535332	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2006%20Jan%202019%2022:25:10%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/charts-bundle/Chart.bundle.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/charts/charts-bundle/Chart.bundle.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:33	413063/413063	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Apr%202019%2014:51:36%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/apex/js/apexcharts.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/apex/js/apexcharts.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:35	17006/17006	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2030%20May%202021%2009:10:03%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/home.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/home.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/index.html)
12:50:35	3749/3749	---M-Z	200	added ('OK')	text/css	date:Sat,%2021%20Apr%202018%2012:20:22%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/css/jquery.fancybox.css	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/css/jquery.fancybox.css	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:50:36	15800/15800	---M-Z	200	added ('OK')	text/css	date:Sun,%2003%20Feb%202019%2016:47:06%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/css/jquery.dataTables.css	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/css/jquery.dataTables.css	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:50:36	5222/5222	---M-Z	200	added ('OK')	text/css	date:Sun,%2003%20Feb%202019%2016:47:38%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/css/dataTables.bootstrap4.min.css	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/css/dataTables.bootstrap4.min.css	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:50:36	3992/3992	---M-Z	200	added ('OK')	text/css	date:Sun,%2003%20Feb%202019%2016:48:18%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/css/responsive.bootstrap.min.css	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/css/responsive.bootstrap.min.css	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:50:37	3929/3929	---M-Z	200	added ('OK')	text/css	date:Sun,%2003%20Feb%202019%2016:48:56%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/css/responsive.jqueryui.min.css	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/css/responsive.jqueryui.min.css	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:50:46	53370/53370	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2018:26:28%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/team/member2.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/team/member2.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:50:53	456505/456505	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Feb%202019%2015:20:54%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/register-bg.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/register-bg.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/css/style.css)
12:51:09	144048/144048	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2015:07:12%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw1.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw1.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:51:11	105642/105642	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2016:32:30%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw3.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw3.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:51:12	221662/221662	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Feb%202019%2016:43:10%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/lock-bg.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/lock-bg.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:51:35	139558/139558	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20May%202018%2015:24:26%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw7.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw7.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:51:36	732822/732822	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Feb%202019%2015:07:04%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/login-bg.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/login-bg.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/css/style.css)
12:51:43	208789/208789	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20May%202018%2015:29:06%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw4.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw4.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:51:46	224071/224071	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2016:33:22%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw5.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw5.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:51:47	67980/67980	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20May%202018%2016:36:16%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw8.jpg	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/images/portfolio/bw8.jpg	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:51:49	23135/23135	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2031%20Dec%202016%2016:46:40%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/jquery.fancybox.pack.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/js/jquery.fancybox.pack.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
12:51:54	82401/82401	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2003%20Feb%202019%2016:38:30%20GMT	http://rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/js/jquery.dataTables.min.js	C:/My%20Web%20Sites/adminpannel/rtsolutionz.com/vizzstudio/demo-falr/falr/assets/vendors/data-table/js/jquery.dataTables.min.js	(from http://rtsolutionz.com/vizzstudio/demo-falr/falr/dark-theme/profile.html)
